# Redshift z, Distance modulus mu, Error dmu (samples)
4.286034570241458730e-01 4.223294558446387015e+01 9.370228903393251763e-01
5.927829791166150386e-01 4.196833967411502186e+01 9.540576803634978065e-01
4.850659474033948149e-01 4.268257246250632875e+01 9.434760750407485963e-01
1.640707509380705531e+00 4.477097474286466650e+01 1.009027904284771182e+00
2.213253186392455663e-01 4.021159921794741621e+01 9.036567064098806057e-01
3.127422385370023927e-01 4.045840098666292306e+01 9.208787627321712854e-01
2.744947242407361210e-01 4.133455706778019589e+01 9.143215900397773099e-01
6.712808050310550279e-01 4.358830327726187903e+01 9.606875926738049909e-01
3.466897512188035768e-01 4.111263017198172065e+01 9.261107578072070856e-01
5.066058807757891636e-01 4.266232937534714864e+01 9.457560724423889065e-01
3.400027496123475546e-01 4.024470825453665412e+01 9.251183911790635817e-01
2.725376672619054252e-01 3.933524575536522150e+01 9.139640311247980708e-01
2.293743810431818353e-01 4.066847832444516087e+01 9.054129477794680136e-01
6.745811742172592718e-01 4.320766512617543498e+01 9.609500046006079765e-01
2.547287389020310155e-01 4.110814623897107367e+01 9.105977606913699951e-01
3.030937182252241291e-01 4.315565998576970941e+01 9.192968500218262617e-01
4.323293966949074973e-01 4.275903460411177548e+01 9.374722263343155948e-01
8.890651786821817115e-01 4.289991369097334228e+01 9.758131524889190889e-01
2.164253175219050807e-01 4.113610441738543955e+01 9.025586344351954615e-01
9.196823960556356203e-01 4.259579041564484925e+01 9.776456309246563947e-01
2.154190851878723112e-01 3.970001417028786506e+01 9.023303190806608587e-01
1.458937275995295879e+00 4.506539520082406369e+01 1.002676388944534924e+00
5.084469051982154486e-01 4.391806858837880867e+01 9.459467521116105004e-01
1.462312891212567578e+00 4.439323700000144868e+01 1.002801566037309300e+00
6.242299266527661095e-01 4.204964014126807115e+01 9.568076572663403168e-01
7.688473026134423627e-01 4.330327346083872442e+01 9.679714538809011115e-01
1.471493508436228503e-01 3.861031733595282844e+01 8.839357907936548076e-01
3.687400251986265864e-01 4.251010731747567206e+01 9.292633176542114404e-01
2.385700735213090173e-01 3.938769703376914322e+01 9.073514899382797427e-01
3.786275631162778765e-01 4.046320156699914605e+01 9.306212045293118518e-01
2.372132572639239489e-01 3.995635736257770532e+01 9.070698141842030715e-01
3.947764467236923869e-01 4.117397941815209350e+01 9.327705888086029740e-01
4.664833780724894075e-01 4.388814938463109172e+01 9.414325038393573930e-01
1.805597843823096293e-01 4.053575585725889852e+01 8.937443279250986139e-01
7.132627123068724373e-01 4.328128807045123949e+01 9.639378822448497752e-01
5.896133892969176449e-01 4.151986021944494354e+01 9.537729493700481953e-01
3.557618767267089477e-01 4.215455895945549969e+01 9.274294375827148995e-01
5.525708268075962826e-01 4.156619562437118276e+01 9.503346995197538005e-01
2.132392904346199491e-01 3.869849257261564190e+01 9.018323421790622740e-01
5.978863262767942777e-01 4.385964694288299626e+01 9.545131379559919083e-01
1.161676000965026878e+00 4.482967915582057827e+01 9.903161155902825419e-01
3.952091050879957268e-01 4.250035490696576090e+01 9.328270575982974266e-01
6.861079933409981457e-01 4.339942271235488391e+01 9.618570454756742993e-01
2.490827636125258204e-01 4.125354958468752642e+01 9.094854914899513920e-01
7.407106963668297350e-01 4.266942430999551306e+01 9.659658560913007008e-01
3.736377953608581159e-01 4.053521916746557707e+01 9.299400603637070217e-01
2.924150652861496336e-01 4.149992894533654919e+01 9.174914362365476084e-01
6.073799191810387299e-01 4.200000125584192290e+01 9.553507862030709008e-01
1.131160388147192802e-01 3.797550162871698376e+01 8.715292891267424347e-01
9.030931887464564989e-01 4.338811265234129166e+01 9.766602629400858993e-01
6.671122225246173265e-02 3.737382644325899150e+01 8.471803688573765756e-01
